company_id,employee_count,follower_count,time_recorded,class_employees,class_followers
34902814,27225,99831,1692831854.0,High,High
35628203,46,5271,1692831854.0,Low,Medium
4096566,23,484,1692831854.0,Low,Low
5121,40876,344004,1692831854.0,High,High
40910,640,24420,1692831854.0,Medium,Medium
23067,1955,57607,1692831854.0,High,High
64897202,68,628,1692831854.0,Medium,Low
93709899,0,39,1692831902.0,Low,Low
5095714,105,840,1692831902.0,Medium,Low
14580269,103,48298,1692831902.0,Medium,High
94474,1929,84652,1692831902.0,High,High
563407,283,1976,1692831902.0,Medium,Low
28923,12235,184140,1692831902.0,High,High
49151727,359,4340,1692831902.0,Medium,Medium
14796450,42,4441,1692831902.0,Low,Medium
71630337,279,5644,1692831902.0,Medium,Medium
231042,152,92852,1692831902.0,Medium,High
89805638,5,5420,1692831951.0,Low,Medium
20508964,2,394,1692831951.0,Low,Low
337132,450,20817,1692831951.0,Medium,Medium
74578,197,4471,1692831951.0,Medium,Medium
1068467,163,1322,1692831951.0,Medium,Low
117882,54,12742,1692831951.0,Low,Medium
15250950,46,1213,1692831999.0,Low,Low
7962583,146,7361,1692831999.0,Medium,Medium
69348938,7,390,1692831999.0,Low,Low
1683442,327,119526,1692831999.0,Medium,High
163414,3727,92546,1692831999.0,High,High
80717274,13,117,1692831999.0,Low,Low
167557,4495,196466,1692831999.0,High,High
2736308,388,180436,1692831999.0,Medium,High
251028,4391,63363,1692831999.0,High,High
13473849,151,10980,1692831999.0,Medium,Medium
5347434,91,4045,1692831999.0,Medium,Low
96654609,0,0,1692832048.0,Low,Low
3885443,19,1252,1692832048.0,Low,Low
69630806,5,429,1692832048.0,Low,Low
15221948,31,21268,1692832048.0,Low,Medium
5508849,7,155,1692832048.0,Low,Low
2652,7815,42506,1692832048.0,High,High
18064207,25,309,1692832048.0,Low,Low
29848,501,34079,1692832048.0,Medium,High
488281,638,303357,1692832048.0,Medium,High
2612230,3,912,1692832048.0,Low,Low
33002793,14,34,1692832048.0,Low,Low
2491385,135,3543,1692832048.0,Medium,Low
4004283,24,98,1692832096.0,Low,Low
96334137,1,2,1692832096.0,Low,Low
154960,546,5938,1692832096.0,Medium,Medium
963615,362,6457,1692832096.0,Medium,Medium
1051720,259,6035,1692832096.0,Medium,Medium
75856748,27,4612,1692832096.0,Low,Medium
8258,1397,19586,1692832096.0,High,Medium
966339,337,9406,1692832096.0,Medium,Medium
5018413,54,2462,1692832096.0,Low,Low
233779,110,15393,1692832096.0,Medium,Medium
547691,10,12319,1692832096.0,Low,Medium
10169823,75,5200,1692832145.0,Medium,Medium
14392959,54,23702,1692832145.0,Low,Medium
9957,3163,31794,1692832145.0,High,High
89778349,249,1827,1692832145.0,Medium,Low
45410,186,6623,1692832145.0,Medium,Medium
4837940,197,34339,1692832145.0,Medium,High
35548088,58,39930,1692832145.0,Low,High
6602097,46,5307,1692832145.0,Low,Medium
2132939,399,4331,1692832145.0,Medium,Medium
48467,114,41214,1692832193.0,Medium,High
9428125,178,38771,1692832193.0,Medium,High
2849719,476,12821,1692832193.0,Medium,Medium
163784,2141,25645,1692832193.0,High,Medium
31863,2299,56423,1692832193.0,High,High
6459955,4,13091,1692832193.0,Low,Medium
28836,2677,19982,1692832193.0,High,Medium
70462933,18,1000,1692832242.0,Low,Low
4102645,130,1983,1692832242.0,Medium,Low
78073891,11,1488,1692832242.0,Low,Low
7962472,9,70,1692832242.0,Low,Low
2466485,10,7629,1692832242.0,Low,Medium
384676,438,32182,1692832242.0,Medium,High
79760947,166,25780,1692832242.0,Medium,Medium
66252,437,115136,1692832242.0,Medium,High
4828,6087,208281,1692832242.0,High,High
72550126,5,292,1692832291.0,Low,Low
3542182,22,284,1692832291.0,Low,Low
1305693,14,535,1692832291.0,Low,Low
18578562,12,23209,1692832291.0,Low,Medium
1409798,347,133266,1692832291.0,Medium,High
3997,18837,147859,1692832291.0,High,High
408636,4303,44848,1692832342.0,High,High
46970,621,89343,1692832342.0,Medium,High
16589,4327,50031,1692832342.0,High,High
71268819,40,35216,1692832342.0,Low,High
12861,2946,37350,1692832342.0,High,High
18959240,69,812,1692832342.0,Medium,Low
67823,488,20926,1692832342.0,Medium,Medium
28147205,114,6810,1692832342.0,Medium,Medium
5264,3255,38925,1692832342.0,High,High
74713745,567,8386,1692832342.0,Medium,Medium
89834148,21,168,1692832342.0,Low,Low
991068,128,7588,1692832391.0,Medium,Medium
321400,392,5336,1692832391.0,Medium,Medium
1938443,65,1427,1692832391.0,Low,Low
74081323,18,30213,1692832391.0,Low,Medium
18937515,50,15658,1692832391.0,Low,Medium
97900285,1,36,1692832391.0,Low,Low
91452,32,35445,1692832391.0,Low,High
696485,2926,307554,1692832391.0,High,High
15230509,76,1566,1692832391.0,Medium,Low
3269,58880,1487084,1692832391.0,High,High
307079,603,30542,1692832391.0,Medium,Medium
68174206,32,2259,1692832391.0,Low,Low
2983157,239,2244,1692832391.0,Medium,Low
10594856,126,22436,1692832391.0,Medium,Medium
2932527,9,491,1692832391.0,Low,Low
15798900,460,50148,1692832391.0,Medium,High
1452948,441,77942,1692832391.0,Medium,High
1102416,751,31043,1692832439.0,Medium,Medium
329384,69,3626,1692832439.0,Medium,Low
2778062,247,2032,1692832439.0,Medium,Low
69102842,10,1912,1692832439.0,Low,Low
64727602,53,4651,1692832439.0,Low,Medium
1013451,384,3137,1692832439.0,Medium,Low
725927,362,3818,1692832439.0,Medium,Low
65487140,1,100,1692832439.0,Low,Low
52462678,9,696,1692832439.0,Low,Low
10071781,35,36439,1692832487.0,Low,High
740278,4879,65485,1692832487.0,High,High
18195925,10,448,1692832487.0,Low,Low
18472499,52,11108,1692832487.0,Low,Medium
1614,35410,379184,1692832487.0,High,High
242230,712,95852,1692832487.0,Medium,High
75647,160,1424,1692832487.0,Medium,Low
9325840,65,21294,1692832487.0,Low,Medium
18164646,41,25308,1692832487.0,Low,Medium
12033,1997,110771,1692832487.0,High,High
1548938,1358,153341,1692832487.0,High,High
9776895,6,48,1692832487.0,Low,Low
70289,804,6341,1692832537.0,Medium,Medium
35545456,278,7221,1692832537.0,Medium,Medium
4810440,8,1006,1692832537.0,Low,Low
75483,329,46150,1692832537.0,Medium,High
9423452,19,443,1692832537.0,Low,Low
115116,951,99584,1692832537.0,High,High
96610751,6,16,1692832537.0,Low,Low
163259,8802,114818,1692832537.0,High,High
56872445,37,95,1692832537.0,Low,Low
352051,203,1307,1692832537.0,Medium,Low
4898,17468,597360,1692832537.0,High,High
90432851,4,221,1692832537.0,Low,Low
2737970,1136,8768,1692832537.0,High,Medium
268974,324,7249,1692832537.0,Medium,Medium
38096675,16,353,1692832585.0,Low,Low
27725,1828,35671,1692832585.0,High,High
70603,70,33947,1692832585.0,Medium,High
24996751,23,3876,1692832585.0,Low,Low
23789,164799,1339525,1692832585.0,High,High
5354823,5,5071,1692832585.0,Low,Medium
15756906,53,370,1692832585.0,Low,Low
2520146,38,257,1692832585.0,Low,Low
2125658,923,15082,1692832585.0,High,Medium
5034,23060,971050,1692832585.0,High,High
5005549,953,65644,1692832585.0,High,High
16322,1262,27635,1692832585.0,High,Medium
2302703,10,82,1692832585.0,Low,Low
91458045,9,78,1692832585.0,Low,Low
10479,545,28103,1692832633.0,Medium,Medium
76199326,2,40,1692832633.0,Low,Low
571440,54,25351,1692832633.0,Low,Medium
24987491,273,1422,1692832633.0,Medium,Low
35676539,181,1885,1692832633.0,Medium,Low
13071054,5,2728,1692832633.0,Low,Low
837188,180,5995,1692832633.0,Medium,Medium
8825493,164,1731,1692832682.0,Medium,Low
27251427,5,129,1692832682.0,Low,Low
1791517,270,3748,1692832682.0,Medium,Low
15078287,36,17849,1692832682.0,Low,Medium
1943057,133,8686,1692832682.0,Medium,Medium
9901130,307,52588,1692832682.0,Medium,High
366469,25,13660,1692832682.0,Low,Medium
3802195,10,11134,1692832730.0,Low,Medium
15236600,23,4583,1692832730.0,Low,Medium
11174522,11169,267945,1692832730.0,High,High
77767313,29,133,1692832730.0,Low,Low
18878,1367,174737,1692832730.0,High,High
139301,106,8880,1692832730.0,Medium,Medium
3579155,475,7242,1692832730.0,Medium,Medium
78741693,30,7029,1692832730.0,Low,Medium
11170816,38,17200,1692832730.0,Low,Medium
1042230,556,3723,1692832730.0,Medium,Low
8454,6837,26853,1692832778.0,High,Medium
30086,14318,967425,1692832778.0,High,High
53252,3937,49696,1692832778.0,High,High
10681428,77,29199,1692832778.0,Medium,Medium
3557,2940,31534,1692832778.0,High,Medium
6381495,425,2542,1692832778.0,Medium,Low
33242739,27534,3326613,1692832778.0,High,High
150419,345,14165,1692832778.0,Medium,Medium
1329647,115,7817,1692832778.0,Medium,Medium
2697764,111,3462,1692832778.0,Medium,Low
30898,4420,103867,1692832778.0,High,High
31537981,22619,527730,1692832778.0,High,High
8054664,26,270,1692832827.0,Low,Low
347466,282,103553,1692832827.0,Medium,High
10883,5621,42912,1692832827.0,High,High
5376471,33,6275,1692832827.0,Low,Medium
71702072,72,1946,1692832827.0,Medium,Low
73731,1826,86092,1692832827.0,High,High
89878074,22,21819,1692832827.0,Low,Medium
27254190,185,37097,1692832827.0,Medium,High
40669199,15032,297186,1692832827.0,High,High
78762527,4,1887,1692832827.0,Low,Low
1358177,81,1282,1692832827.0,Medium,Low
22338085,1625,23842,1692832827.0,High,Medium
2926262,6967,163193,1692832875.0,High,High
8359,13366,77788,1692832875.0,High,High
684228,130,1033,1692832875.0,Medium,Low
366025,17943,57767,1692832875.0,High,High
3194237,243,1202,1692832875.0,Medium,Low
96677,246,2448,1692832875.0,Medium,Low
1579375,268,12778,1692832875.0,Medium,Medium
12007,2274,200164,1692832875.0,High,High
80959057,8,13,1692832875.0,Low,Low
10696913,70940,224201,1692832875.0,High,High
33287743,1,118,1692832875.0,Low,Low
1012623,764,259241,1692832875.0,Medium,High
19070722,23,26412,1692832875.0,Low,Medium
287711,1336,9324,1692832875.0,High,Medium
6791218,85,12240,1692832875.0,Medium,Medium
674609,113,6629,1692832875.0,Medium,Medium
362178,1306,74988,1692832875.0,High,High
315817,15671,98553,1692832875.0,High,High
3757480,248,15739,1692832924.0,Medium,Medium
6440,17550,416119,1692832924.0,High,High
28155835,5,372,1692832924.0,Low,Low
83695,208,1755,1692832924.0,Medium,Low
37569306,1857,11482,1692832924.0,High,Medium
4545821,664,9815,1692832924.0,Medium,Medium
29639,3179,12292,1692832924.0,High,Medium
35574969,51,1370,1692832924.0,Low,Low
33177,353,4371,1692832924.0,Medium,Medium
11787613,13252,64347,1692832924.0,High,High
2076992,59,2512,1692832924.0,Low,Low
26432,812,6686,1692832924.0,Medium,Medium
82282320,62,500,1692832924.0,Low,Low
5262441,73,54224,1692832924.0,Medium,High
6487,33814,252320,1692832924.0,High,High
1384369,458,16371,1692832924.0,Medium,Medium
18438915,3,17,1692832924.0,Low,Low
11112565,85,1377,1692832972.0,Medium,Low
7409,699,15109,1692832972.0,Medium,Medium
1711692,104,2507,1692832972.0,Medium,Low
18872895,8,6240,1692832972.0,Low,Medium
163617,2155,36498,1692832972.0,High,High
50801,150,15018,1692832972.0,Medium,Medium
50226,1148,41373,1692832972.0,High,High
2107983,196,5820,1692832972.0,Medium,Medium
54119169,10,382,1692832972.0,Low,Low
101576,217,5785,1692833022.0,Medium,Medium
49761,85,59981,1692833022.0,Medium,High
17943753,49,1721,1692833022.0,Low,Low
2911,88949,170919,1692833022.0,High,High
1219543,104,9400,1692833022.0,Medium,Medium
217032,76,26361,1692833022.0,Medium,Medium
81967562,19,44,1692833022.0,Low,Low
13672385,47,32425,1692833022.0,Low,High
68313053,41929,750160,1692833070.0,High,High
355678,784,9576,1692833070.0,Medium,Medium
13714336,702,216059,1692833070.0,Medium,High
40935027,11,218,1692833070.0,Low,Low
664795,27,2255,1692833070.0,Low,Low
71733509,50,210,1692833070.0,Low,Low
82302944,3591,8713,1692833070.0,High,Medium
4822542,125,3046,1692833070.0,Medium,Low
719323,86,2172,1692833119.0,Medium,Low
42737578,15,32285,1692833119.0,Low,High
28791,1019,24968,1692833119.0,High,Medium
84886,848,4077,1692833119.0,Medium,Medium
3064910,9,103,1692833119.0,Low,Low
2673722,66,10781,1692833119.0,Low,Medium
7720,5523,55567,1692833119.0,High,High
164664,26698,294748,1692833119.0,High,High
415552,1140,5852,1692833119.0,High,Medium
3647879,147,14123,1692833167.0,Medium,Medium
2640689,10,2333,1692833167.0,Low,Low
117983,698,34290,1692833167.0,Medium,High
143988,121,170492,1692833167.0,Medium,High
18672095,33,5266,1692833167.0,Low,Medium
15185,662,17077,1692833167.0,Medium,Medium
16690,2125,226908,1692833167.0,High,High
31462367,159,13964,1692833167.0,Medium,Medium
14492394,715,53997,1692833167.0,Medium,High
98051823,2,38,1692833167.0,Low,Low
18379072,1,655,1692833217.0,Low,Low
104365,103,2469,1692833217.0,Medium,Low
57437,133,13981,1692833217.0,Medium,Medium
1072429,177,50970,1692833217.0,Medium,High
163228,5528,24760,1692833217.0,High,Medium
24777194,169,42660,1692833217.0,Medium,High
28573097,33,954,1692833217.0,Low,Low
2319,70663,1246007,1692833217.0,High,High
81261188,48,183,1692833217.0,Low,Low
1359336,26,44165,1692833266.0,Low,High
1128277,216,8316,1692833266.0,Medium,Medium
425698,205,36850,1692833266.0,Medium,High
35059,303,15452,1692833266.0,Medium,Medium
308135,77,28762,1692833266.0,Medium,Medium
6994834,7162,22885,1692833266.0,High,Medium
14530717,37,1742,1692833266.0,Low,Low
74714346,17,5683,1692833315.0,Low,Medium
33283,1050,13193,1692833315.0,High,Medium
10117934,39,496,1692833315.0,Low,Low
13744932,50,27997,1692833315.0,Low,Medium
318785,13413,266357,1692833315.0,High,High
31469147,119,4375,1692833364.0,Medium,Medium
1211271,29,28439,1692833364.0,Low,Medium
3242773,149,28386,1692833364.0,Medium,Medium
10692137,81,4098,1692833364.0,Medium,Medium
1248476,192,1019,1692833364.0,Medium,Low
86321483,1,15,1692833364.0,Low,Low
2561313,514,62803,1692833364.0,Medium,High
76602,185,3452,1692833364.0,Medium,Low
1388551,115,545,1692833364.0,Medium,Low
6464060,97,66290,1692833364.0,Medium,High
3077586,158,62536,1692833364.0,Medium,High
16675134,251,20885,1692833364.0,Medium,Medium
89530582,3,98,1692833413.0,Low,Low
51629084,13,7085,1692833413.0,Low,Medium
8463119,1540,721,1692833413.0,High,Low
271422,117,6076,1692833413.0,Medium,Medium
462732,319,6891,1692833413.0,Medium,Medium
82988148,5,89,1692833413.0,Low,Low
861806,1776,6098,1692833413.0,High,Medium
28977553,252,8727,1692833413.0,Medium,Medium
1357922,223,1997,1692833462.0,Medium,Low
89866895,3,187,1692833462.0,Low,Low
78976810,3,43,1692833462.0,Low,Low
18306,7538,61627,1692833462.0,High,High
48257,865,21813,1692833462.0,High,Medium
13423341,262,272607,1692833462.0,Medium,High
611628,297,17290,1692833462.0,Medium,Medium
7946947,15,71,1692833462.0,Low,Low
1292340,170,5869,1692833462.0,Medium,Medium
19241,220,26064,1692833462.0,Medium,Medium
3032973,13,6659,1692833462.0,Low,Medium
7585,773,26175,1692833462.0,Medium,Medium
259589,479,304525,1692833462.0,Medium,High
10155606,477,45920,1692833511.0,Medium,High
47024,27,81743,1692833511.0,Low,High
15731689,29,57,1692833511.0,Low,Low
3776,9061,406774,1692833511.0,High,High
47905,5200,57457,1692833511.0,High,High
2206,10079,304172,1692833511.0,High,High
60389564,0,0,1692833511.0,Low,Low
2146167,60,21785,1692833511.0,Low,Medium
13816,1207,599347,1692833511.0,High,High
538029,86,4216,1692833511.0,Medium,Medium
15221729,2741,16316,1692833511.0,High,Medium
73398,134,3041,1692833559.0,Medium,Low
856887,237,14218,1692833559.0,Medium,Medium
4810482,122,5845,1692833559.0,Medium,Medium
10593599,83,9351,1692833559.0,Medium,Medium
17925137,64,6260,1692833559.0,Low,Medium
13305769,27,9285,1692833559.0,Low,Medium
18452939,181,5392,1692833559.0,Medium,Medium
13769,3748,51203,1692833559.0,High,High
65867647,4,153,1692833559.0,Low,Low
30754506,18480,341670,1692833559.0,High,High
98562218,0,8,1692833607.0,Low,Low
40317,86,2873,1692833607.0,Medium,Low
33053489,25,199,1692833607.0,Low,Low
1503525,87,86517,1692833607.0,Medium,High
2730,30706,181079,1692833607.0,High,High
3735187,1885,56111,1692833607.0,High,High
11843767,37,29051,1692833607.0,Low,Medium
230641,54,11784,1692833607.0,Low,Medium
74458480,42,479,1692833607.0,Low,Low
3037695,1283,20204,1692833607.0,High,Medium
71346220,484,6743,1692833607.0,Medium,Medium
76849729,8,246,1692833607.0,Low,Low
5001,9276,1071144,1692833607.0,High,High
15231,1467,84959,1692834093.0,High,High
127315,33,37003,1692834093.0,Low,High
380818,131,645,1692834093.0,Medium,Low
24999390,4,4728,1692834093.0,Low,Medium
126591,233,880,1692834093.0,Medium,Low
586336,347,48248,1692834093.0,Medium,High
2261627,1199,90204,1692834093.0,High,High
2465,2555,197980,1692834093.0,High,High
89350959,0,0,1692834144.0,Low,Low
5499736,24,54,1692834144.0,Low,Low
27115799,14,82,1692834144.0,Low,Low
1447496,74,437,1692834144.0,Medium,Low
24408,905,14917,1692834144.0,High,Medium
49648345,69,12380,1692834144.0,Medium,Medium
1842856,669,8325,1692834144.0,Medium,Medium
68894323,3,478,1692834144.0,Low,Low
167624,1041,241109,1692834144.0,High,High
9496791,251,3806,1692834144.0,Medium,Low
71484117,3,1183,1692834144.0,Low,Low
4890,8248,37609,1692834144.0,High,High
13365439,131,13993,1692834144.0,Medium,Medium
33293378,254,3926,1692834196.0,Medium,Low
5013850,523,158755,1692834196.0,Medium,High
1383862,89,7350,1692834196.0,Medium,Medium
10064814,95,50427,1692834196.0,Medium,High
13328290,89,11700,1692834196.0,Medium,Medium
1118764,582,9881,1692834196.0,Medium,Medium
81006324,17,19,1692834196.0,Low,Low
66893616,36,3319,1692834196.0,Low,Low
15669,1509,31680,1692834247.0,High,Medium
2261227,233,47308,1692834247.0,Medium,High
107185,295,24023,1692834247.0,Medium,Medium
14832,1066,15473,1692834247.0,High,Medium
19731,694,47601,1692834247.0,Medium,High
89737812,1,713,1692834247.0,Low,Low
1550444,27,1373,1692834298.0,Low,Low
94213938,1,11,1692834298.0,Low,Low
18915,3013,50846,1692834298.0,High,High
1297696,2478,31460,1692834298.0,High,Medium
26676,13472,61949,1692834298.0,High,High
782549,3046,37320,1692834298.0,High,High
3294602,137,16205,1692834298.0,Medium,Medium
2355182,666,11613,1692834298.0,Medium,Medium
18804764,39,2524,1692834298.0,Low,Low
31815,1026,11130,1692834298.0,High,Medium
10515345,1168,25634,1692834350.0,High,Medium
6376689,56,13136,1692834350.0,Low,Medium
115455,22,823,1692834350.0,Low,Low
2236492,61,13886,1692834350.0,Low,Medium
2415664,4785,69165,1692834350.0,High,High
1015589,1013,104717,1692834350.0,High,High
144105,336,8239,1692834350.0,Medium,Medium
416796,74,903,1692834350.0,Medium,Low
19022914,17,568,1692834401.0,Low,Low
773342,46,22597,1692834401.0,Low,Medium
34081,538,14545,1692834401.0,Medium,Medium
64666,333,2803,1692834401.0,Medium,Low
7586408,112,5370,1692834401.0,Medium,Medium
5229910,9,11302,1692834401.0,Low,Medium
112948,139,458088,1692834401.0,Medium,High
16206960,191,10847,1692834401.0,Medium,Medium
2866215,26098,261531,1692834401.0,High,High
85624099,7,2976,1692834401.0,Low,Low
1799,63914,2528043,1692834401.0,High,High
95062508,7,8,1692834401.0,Low,Low
79162939,42,925,1692834401.0,Low,Low
484002,45,3222,1692834401.0,Low,Low
64251,2214,254034,1692834452.0,High,High
81943361,13,1138,1692834452.0,Low,Low
307886,1696,325124,1692834452.0,High,High
784197,714,13653,1692834452.0,Medium,Medium
1051620,63,12430,1692834452.0,Low,Medium
86302925,22,12478,1692834452.0,Low,Medium
10285,5507,33943,1692834452.0,High,High
82811059,7,375,1692834452.0,Low,Low
11701,655,30823,1692834503.0,Medium,Medium
3489028,61,21655,1692834503.0,Low,Medium
27625,1543,22191,1692834503.0,High,Medium
14938,415,12948,1692834503.0,Medium,Medium
56670,1820,17450,1692834554.0,High,Medium
164821,4329,34122,1692834554.0,High,High
165755,13769,464969,1692834554.0,High,High
77738,58,2026,1692834554.0,Low,Low
9750,1069,45316,1692834554.0,High,High
10130073,499,18328,1692834554.0,Medium,Medium
2716125,232,3463,1692834554.0,Medium,Low
26741,1086,7109,1692834554.0,High,Medium
1753550,62,36979,1692834554.0,Low,High
74918200,7,1479,1692834606.0,Low,Low
10837921,435,31720,1692834606.0,Medium,Medium
77766802,15,159,1692834657.0,Low,Low
64752630,8,478,1692834657.0,Low,Low
18757480,11,1440,1692834708.0,Low,Low
12991466,58,15314,1692834708.0,Low,Medium
35496599,22,7915,1692834708.0,Low,Medium
311835,34,16779,1692834708.0,Low,Medium
77623313,9,890,1692834708.0,Low,Low
18036034,11,3016,1692834708.0,Low,Low
13998142,28,540,1692834708.0,Low,Low
662171,71,3711,1692834760.0,Medium,Low
7970989,23,9627,1692834760.0,Low,Medium
354575,290,6892,1692834760.0,Medium,Medium
10366520,3392,51464,1692834760.0,High,High
64928221,55,7279,1692834760.0,Low,Medium
30967,18944,145571,1692834810.0,High,High
3286848,268,12531,1692834810.0,Medium,Medium
3195033,474,2230,1692834810.0,Medium,Low
1061851,25,4087,1692834810.0,Low,Medium
52500806,7,2,1692834810.0,Low,Low
36519,42,50960,1692834810.0,Low,High
2283870,64,28642,1692834810.0,Low,Medium
1068662,46,270,1692834810.0,Low,Low
15205156,52,91235,1692834861.0,Low,High
51832,626,5077,1692834861.0,Medium,Medium
2682058,582,13296,1692834861.0,Medium,Medium
42852066,24,5074,1692834861.0,Low,Medium
3499302,10,120,1692834861.0,Low,Low
64259963,9799,120959,1692834861.0,High,High
6592,9032,102081,1692834861.0,High,High
14840050,22904,115697,1692834861.0,High,High
1729578,1791,16777,1692834861.0,High,Medium
163079,9991,106357,1692834913.0,High,High
3600,15735,1081051,1692834913.0,High,High
30579326,3607,10224,1692834913.0,High,Medium
31896,823,4965,1692834913.0,Medium,Medium
1185,101061,5544287,1692834913.0,High,High
162828,17318,1263586,1692834913.0,High,High
1049467,261,33908,1692834913.0,Medium,High
28612966,1150,9806,1692834913.0,High,Medium
2376705,173,3838,1692834913.0,Medium,Low
3304,22857,963733,1692834913.0,High,High
15317,3936,116643,1692834913.0,High,High
1879,14562,739647,1692834913.0,High,High
3033,19034,420582,1692834913.0,High,High
26288,117,2876,1692834913.0,Medium,Low
14571,5318,60340,1692834913.0,High,High
89694590,6,53,1692834964.0,Low,Low
19066,4291,27571,1692834964.0,High,Medium
1630,12911,117720,1692834964.0,High,High
27025776,49,671,1692834964.0,Low,Low
7960,1464,21015,1692834964.0,High,Medium
225343,2912,35999,1692834964.0,High,High
31710,1015,7889,1692834964.0,High,Medium
11152,11237,141950,1692835015.0,High,High
7488,10305,91688,1692835015.0,High,High
33472158,483,2754,1692835015.0,Medium,Low
5749,46626,237508,1692835015.0,High,High
28893,18118,405181,1692835015.0,High,High
140539,33,2831,1692835015.0,Low,Low
19010,1180,47410,1692835015.0,High,High
10046361,12,131,1692835015.0,Low,Low
998131,839,7292,1692835015.0,Medium,Medium
7357,8736,75685,1692835066.0,High,High
10799461,1134,20587,1692835066.0,High,Medium
16907,14669,81580,1692835066.0,High,High
66278935,6015,88081,1692835066.0,High,High
325032,7634,207290,1692835066.0,High,High
10561079,43,1442,1692835066.0,Low,Low
18498389,180,1538,1692835066.0,Medium,Low
5581198,339,1931,1692835066.0,Medium,Low
791742,1157,18281,1692835066.0,High,Medium
1293049,267,8491,1692835066.0,Medium,Medium
2229850,184,3393,1692835117.0,Medium,Low
30507,1399,14541,1692835117.0,High,Medium
1287697,29,11253,1692835117.0,Low,Medium
1497,29111,1216472,1692835117.0,High,High
1766026,7029,60101,1692835117.0,High,High
71384354,1,18,1692835168.0,Low,Low
69425575,21,123,1692835168.0,Low,Low
4721,13281,313405,1692835168.0,High,High
91025,242,1576,1692835168.0,Medium,Low
51664810,330,22913,1692835168.0,Medium,Medium
53246566,72,6883,1692835168.0,Medium,Medium
75056372,94,41915,1692835219.0,Medium,High
1891806,69,7294,1692835219.0,Medium,Medium
1536386,484,36300,1692835219.0,Medium,High
1670700,185,10451,1692835219.0,Medium,Medium
4075,34339,312509,1692835219.0,High,High
2824374,5142,133608,1692835219.0,High,High
2746223,97,208975,1692835219.0,Medium,High
94733,164,3473,1692835219.0,Medium,Low
4297,7886,27658,1692835219.0,High,Medium
16005518,6,53,1692835219.0,Low,Low
4298,14140,299302,1692835219.0,High,High
4804,32504,810933,1692835271.0,High,High
16022223,58,702,1692835271.0,Low,Low
2432099,37,473,1692835271.0,Low,Low
32685,346,11097,1692835271.0,Medium,Medium
1793031,15,498,1692835271.0,Low,Low
16726,4447,74494,1692835321.0,High,High
39472,1074,5446,1692835321.0,High,Medium
38204,15467,67698,1692835321.0,High,High
13542,4155,101354,1692835321.0,High,High
69979397,6,1319,1692835321.0,Low,Low
8948083,399,2296,1692835321.0,Medium,Low
33515668,143,1588,1692835321.0,Medium,Low
54353698,20,31818,1692835321.0,Low,High
108889,530,7739,1692835373.0,Medium,Medium
157313,9934,306374,1692835373.0,High,High
17120,7314,106665,1692835373.0,High,High
113568,108,5946,1692835373.0,Medium,Medium
2137,34115,738866,1692835373.0,High,High
133074,258,31735,1692835373.0,Medium,Medium
64533,2690,33923,1692835373.0,High,High
96639244,1,5,1692835373.0,Low,Low
24187,848,43958,1692835373.0,Medium,High
18341039,196,6665,1692835373.0,Medium,Medium
7972561,165,7243,1692835373.0,Medium,Medium
4293,2487,130321,1692835373.0,High,High
18506580,352,21756,1692835425.0,Medium,Medium
165725,5140,119296,1692835425.0,High,High
74710480,161,28475,1692835425.0,Medium,Medium
689849,37,40859,1692835425.0,Low,High
8239496,8010,153006,1692835476.0,High,High
31439,135,21713,1692835476.0,Medium,Medium
1951980,177,1344,1692835476.0,Medium,Low
2429989,772,12474,1692835476.0,Medium,Medium
35822,872,15726,1692835476.0,High,Medium
46119,349,32209,1692835476.0,Medium,High
214960,2305,33712,1692835476.0,High,High
34768945,22,1682,1692835476.0,Low,Low
3163788,12,293,1692835528.0,Low,Low
29355,1303,18887,1692835528.0,High,Medium
2660,1246,23507,1692835528.0,High,Medium
24239,2376,44836,1692835528.0,High,High
22283894,475,2105,1692835528.0,Medium,Low
91143191,3,88,1692835528.0,Low,Low
157345,2841,18950,1692835528.0,High,Medium
101899,66,6459,1692835579.0,Low,Medium
15440968,145,805,1692835579.0,Medium,Low
11169,8103,167845,1692835579.0,High,High
2604972,11,113,1692835579.0,Low,Low
94707,420,40111,1692835630.0,Medium,High
1909256,16,269,1692835630.0,Low,Low
165364,41,11000,1692835630.0,Low,Medium
147699,278,9750,1692835630.0,Medium,Medium
676041,959,6741,1692835630.0,High,Medium
78885,1410,29856,1692835630.0,High,Medium
2666,2798,49503,1692835630.0,High,High
9654,8311,270120,1692835630.0,High,High
166944,2162,29590,1692835630.0,High,Medium
3731451,42,16069,1692835630.0,Low,Medium
90576696,1,27,1692835630.0,Low,Low
6983,4917,63933,1692835681.0,High,High
8817,2698,79247,1692835681.0,High,High
2279,45910,681752,1692835681.0,High,High
629227,13627,64320,1692835681.0,High,High
28130220,13867,802664,1692835732.0,High,High
2832056,221,5578,1692835732.0,Medium,Medium
6593,18950,603957,1692835732.0,High,High
1474852,31,59787,1692835732.0,Low,High
2787,1653,37682,1692835732.0,High,High
6233,7842,56542,1692835732.0,High,High
7602352,11,219,1692835732.0,Low,Low
439853,1723,100111,1692835784.0,High,High
61341,44,5493,1692835784.0,Low,Medium
2859,10883,139490,1692835784.0,High,High
28132450,266,926,1692835784.0,Medium,Low
98488356,3,128,1692835784.0,Low,Low
42301191,126,1354,1692835784.0,Medium,Low
